No,Inglés ,Español ,Genero,Inventores,No. De inventore/Patente,Mujeres/Patente,Hombres/Patente,Register IMPI,Fecha de presentación ,TAE (Año),Estatus ,No. Inventores/Proyecto ,No. Hombres/Proyecto,No. Mujeres/Proyecto ,Número de ideas / Proyecto ,Aportación complementaria a sueldos y salarios / Proyecto,Servicios Externos y comerciales ,Servicios del IMPI,Monto total aprobado / Proyecto,N. de cesiones 
34.00,Driver Recognition System ,Sistema de Reconocimiento de Conductor,H,Palacios Fierro Jaco,3.00,0.00,3.00,MX/a/2016/003148,10/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
34.00,Driver Recognition System ,Sistema de Reconocimiento de Conductor,H,Tapia Madrigal Marco Antonio,3.00,0.00,3.00,MX/a/2016/003148,10/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
34.00,Driver Recognition System ,Sistema de Reconocimiento de Conductor,H,Quiroñez Bernardino Jose Joaquin ,3.00,0.00,3.00,MX/a/2016/003148,10/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
35.00,CO2 and Temp Detector ,Detector de Temperatura y CO2,H,Lopez Zepeda Carlos Eduardo ,3.00,0.00,3.00,MX/a/2016/003404,16/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
35.00,CO2 and Temp Detector ,Detector de Temperatura y CO2,H,Lopez Lizardi Jesus Isidoro ,3.00,0.00,3.00,MX/a/2016/003404,16/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
35.00,CO2 and Temp Detector ,Detector de Temperatura y CO2,H,Garcia Zermeño Ricardo ,3.00,0.00,3.00,MX/a/2016/003404,16/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
36.00,Driving Wheel Security System Based On Electromygraphy Sensors ,Sistema de Seguridad para Volante Basado en Sensores Electromagneticos ,H,Loera Diaz Roberto,1.00,0.00,1.00,MX/a/2016/003608,18/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
37.00,Secondary Brake Lights ,Luces Secundarias de Freno ,H,Sanchez Viramontes Elmo Abraham ,2.00,0.00,2.00,MX/a/2016/003610,18/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
37.00,Secondary Brake Lights ,Luces Secundarias de Freno ,H,Rodriguez Vega Carlos Manuel ,2.00,0.00,2.00,MX/a/2016/003610,18/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
38.00,Detect Colors in Traffic Light and Alert Driver if Distracted ,Detección de colores en Semaforo y Alerta al Conductor en Caso de que se Encuentre Distraido ,M,Sandoval Torres Arlette ,1.00,1.00,0.00,MX/a/2016/003996,29/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
39.00,Transparent Faraday Cage Shielding Mesh for Display EMC Protection ,Malla de Blindaje Transparente para Jaula de Faraday para Protección EMC (Compatibilidad Electromagnética de Pantalla),H,Loera Diaz Roberto,2.00,0.00,2.00,MX/a/2016/003997,29/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
39.00,Transparent Faraday Cage Shielding Mesh for Display EMC Protection ,Malla de Blindaje Transparente para Jaula de Faraday para Protección EMC (Compatibilidad Electromagnética de Pantalla),H,Medina Reyes Jose Juan ,2.00,0.00,2.00,MX/a/2016/003997,29/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
40.00,Preemptive Diagnostic Request On Power Stages (PDR),Solicitud de Diagnostico Preventivo en Etapas de Potencia ,H,Medina Hernandez Abel Alejandro ,3.00,0.00,3.00,MX/a/2016/004045,30/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
40.00,Preemptive Diagnostic Request On Power Stages (PDR),Solicitud de Diagnostico Preventivo en Etapas de Potencia ,H,Topete Mejia Omar ,3.00,0.00,3.00,MX/a/2016/004045,30/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
40.00,Preemptive Diagnostic Request On Power Stages (PDR),Solicitud de Diagnostico Preventivo en Etapas de Potencia ,H,Rodriguez Brassette Emilio ,3.00,0.00,3.00,MX/a/2016/004045,30/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
41.00,Detection System to Avoid Hot a Per or Small Children ,Sistema de Detección para la Prevención de Golpes a Mascotas o Pequeños ,H,Enciso Lizarraga Alberto ,3.00,0.00,3.00,MX/a/2016/004154,31/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
41.00,Detection System to Avoid Hot a Per or Small Children ,Sistema de Detección para la Prevención de Golpes a Mascotas o Pequeños ,H,Madrigal Gonzalez Miguel Angel ,3.00,0.00,3.00,MX/a/2016/004154,31/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
41.00,Detection System to Avoid Hot a Per or Small Children ,Sistema de Detección para la Prevención de Golpes a Mascotas o Pequeños ,H,Lopez Lizardi Jesus Isidoro ,3.00,0.00,3.00,MX/a/2016/004154,31/03/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
42.00,Vehícule-to-Vehícule Communication System for Parking and Method Thereof,Sistema de comuncación Vehículo a Vehículo de estacionamiento y Metood del Masivo ,H,Diaz Muñoz Jose Luis ,3.00,0.00,3.00,MX/a/2016/004258,01/04/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
42.00,Vehícule-to-Vehícule Communication System for Parking and Method Thereof,Sistema de comuncación Vehículo a Vehículo de estacionamiento y Metood del Masivo ,H,Villavicencio Velazquez Luis Felipe,3.00,0.00,3.00,MX/a/2016/004258,01/04/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
42.00,Vehícule-to-Vehícule Communication System for Parking and Method Thereof,Sistema de comuncación Vehículo a Vehículo de estacionamiento y Metood del Masivo ,H,Ramires Contreras Omar ,3.00,0.00,3.00,MX/a/2016/004258,01/04/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
43.00,"ECU  Housing Concepto: Plastic-Aluminium Over-Molded, Thermally Sealed ","Alojamiento de Unidad de Control de Motor, Plastico Aluminio Sobre Moldeado y Termicamente sellado",H,Castro Guzman Irving Joseph,2.00,1.00,1.00,MX/A/2016/004456,07/04/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
43.00,"ECU  Housing Concepto: Plastic-Aluminium Over-Molded, Thermally Sealed ","Alojamiento de Unidad de Control de Motor, Plastico Aluminio Sobre Moldeado y Termicamente sellado",M,Tello de Alba Maria Jose ,2.00,1.00,1.00,MX/A/2016/004456,07/04/2016,2015,Abandonada,51.00,43.00,8.00,23.00,"$345,000.00","$920,000.00",$0.00,"$1,265,000.00",54.00
44.00,A Method to Calculate Entropy From Can-Bus Data ,Metodo para Calcular la Entropía de un Bus de Datos de Red ,H,Krabbe Martín,4.00,0.00,4.00,MX/a/2016/012971,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
44.00,A Method to Calculate Entropy From Can-Bus Data ,Metodo para Calcular la Entropía de un Bus de Datos de Red ,H,Rodriguez Rizo Carlos Abraham ,4.00,0.00,4.00,MX/a/2016/012971,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
44.00,A Method to Calculate Entropy From Can-Bus Data ,Metodo para Calcular la Entropía de un Bus de Datos de Red ,H,Taboda Bustos Ivan Andres ,4.00,0.00,4.00,MX/a/2016/012971,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
44.00,A Method to Calculate Entropy From Can-Bus Data ,Metodo para Calcular la Entropía de un Bus de Datos de Red ,H,Llamas Beltrán Carlos Manuel ,4.00,0.00,4.00,MX/a/2016/012971,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
45.00,Fold Rear Sear Smart System ,Sistema Inteligente de Asiento Trasero Doble ,H,Torres Rios Alfredo Itiel ,3.00,1.00,2.00,MX/a/2016/013318,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
45.00,Fold Rear Sear Smart System ,Sistema Inteligente de Asiento Trasero Doble ,M,Garcia Lopez Reyna Guadalupe ,3.00,1.00,2.00,MX/a/2016/013318,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
45.00,Fold Rear Sear Smart System ,Sistema Inteligente de Asiento Trasero Doble ,H,Galván Aldana Alan Raúl ,3.00,1.00,2.00,MX/a/2016/013318,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
46.00,Ecu Peltier Cell Heat Sink ,Disipador de Calor de Celda de Peltier Para Unidad de Control Remoto ,H,Bernal Cordova Gerardo ,3.00,1.00,2.00,MX/a/2016/012974,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
46.00,Ecu Peltier Cell Heat Sink ,Disipador de Calor de Celda de Peltier Para Unidad de Control Remoto ,M,Chávez Sánchez Yessica Fabiola ,3.00,1.00,2.00,MX/a/2016/012974,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
46.00,Ecu Peltier Cell Heat Sink ,Disipador de Calor de Celda de Peltier Para Unidad de Control Remoto ,H,Rivera Vichentllo Carlos,3.00,1.00,2.00,MX/a/2016/012974,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
47.00,Caravan Journey Communication System ,Sistema de comunicación e Caravanas de Viaje ,H,Zamora Sanchez Rogelio Manuel ,3.00,0.00,3.00,MX/a/2016/013315,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
47.00,Caravan Journey Communication System ,Sistema de comunicación e Caravanas de Viaje ,H,Jacobo Solórzano Mario Eduardo ,3.00,0.00,3.00,MX/a/2016/013315,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
47.00,Caravan Journey Communication System ,Sistema de comunicación e Caravanas de Viaje ,H,González Laurel Arturo ,3.00,0.00,3.00,MX/a/2016/013315,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
48.00,Weight Monitoring and Balancing Box Truck System ,Monitoreo de Carga y Sistema de Blanceo de Caja de Camión ,H,Vargas Mascorro Eliseo ,3.00,0.00,3.00,MX/a/2016/013232,07/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
48.00,Weight Monitoring and Balancing Box Truck System ,Monitoreo de Carga y Sistema de Blanceo de Caja de Camión ,H,Macias Espinoza Daniel Antonio ,3.00,0.00,3.00,MX/a/2016/013232,07/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
48.00,Weight Monitoring and Balancing Box Truck System ,Monitoreo de Carga y Sistema de Blanceo de Caja de Camión ,H,Espinoza López Roberto Adrián ,3.00,0.00,3.00,MX/a/2016/013232,07/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
49.00,Headrest Charging Holder for Smart Devices,Soporte de Carga de Reposacabezas para Dispositivos Inteligentes,H,José Manuel Hernandez Vazquez ,3.00,0.00,3.00,MX/a/2016/012975,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
49.00,Headrest Charging Holder for Smart Devices,Soporte de Carga de Reposacabezas para Dispositivos Inteligentes,H,Jose Luis Herrera Martinez ,3.00,0.00,3.00,MX/a/2016/012975,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
49.00,Headrest Charging Holder for Smart Devices,Soporte de Carga de Reposacabezas para Dispositivos Inteligentes,H,Hazael Alejandro Mendoza Telleez ,3.00,0.00,3.00,MX/a/2016/012975,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
50.00,Electric Children Door Latches Using Key Fob,Aseguramiento de Puerta Electrica para Niños Utilizando un Control Remoto FOB,H,González Gómez Lucio Alberto,3.00,0.00,3.00,MX/a/2016/013310,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
50.00,Electric Children Door Latches Using Key Fob,Aseguramiento de Puerta Electrica para Niños Utilizando un Control Remoto FOB,H,Martinez Trejo Juan Carlos ,3.00,0.00,3.00,MX/a/2016/013310,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
50.00,Electric Children Door Latches Using Key Fob,Aseguramiento de Puerta Electrica para Niños Utilizando un Control Remoto FOB,H,Gomez Pelayo Alfredo ,3.00,0.00,3.00,MX/a/2016/013310,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
51.00,Rear Vehícule Display for Multiple Indicators ,Exhibidor Trasero de Vehículo para Múltiples indicadores ,H,Guerrero Ruiz Juan Luis ,4.00,0.00,4.00,MX/a/2016/012973,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
51.00,Rear Vehícule Display for Multiple Indicators ,Exhibidor Trasero de Vehículo para Múltiples indicadores ,H,Blanco Sandoval Alan Mauricio ,4.00,0.00,4.00,MX/a/2016/012973,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
51.00,Rear Vehícule Display for Multiple Indicators ,Exhibidor Trasero de Vehículo para Múltiples indicadores ,H,García Ramirez Armando Guadalupe ,4.00,0.00,4.00,MX/a/2016/012973,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
51.00,Rear Vehícule Display for Multiple Indicators ,Exhibidor Trasero de Vehículo para Múltiples indicadores ,H,Gonzalez Ramirez Ernesto Francisco ,4.00,0.00,4.00,MX/a/2016/012973,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
52.00,Breaking System Based on Tire Deflation ,Sistema de Frenado Basdo en el Desinflado del Nuematico ,H,Gonzalez Tokman Mariano ,2.00,1.00,1.00,MX/a/2016/013229,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
52.00,Breaking System Based on Tire Deflation ,Sistema de Frenado Basdo en el Desinflado del Nuematico ,M,Bravo Solís María Nohemí,2.00,1.00,1.00,MX/a/2016/013229,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
53.00,Fuel Quality Measurement Based on Several Car Parameters ,Medición de Calidad del Combustible Basado en Diversos Parámetros del Automovil ,H,Blanco Sandoval Alan Mauricio ,4.00,0.00,4.00,MX/a/2016/013313,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
53.00,Fuel Quality Measurement Based on Several Car Parameters ,Medición de Calidad del Combustible Basado en Diversos Parámetros del Automovil ,H,Guerrero Ruiz Juan Luis ,4.00,0.00,4.00,MX/a/2016/013229,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
53.00,Fuel Quality Measurement Based on Several Car Parameters ,Medición de Calidad del Combustible Basado en Diversos Parámetros del Automovil ,H,García Ramirez Armando Guadalupe ,4.00,0.00,4.00,MX/a/2016/013229,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
53.00,Fuel Quality Measurement Based on Several Car Parameters ,Medición de Calidad del Combustible Basado en Diversos Parámetros del Automovil ,H,Gonzalez Ramirez Ernesto Francisco ,4.00,0.00,4.00,MX/a/2016/013229,10/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
54.00,Gas Tank Cooler,Enfriador para tanque de combustible ,H,Juan Carlos Rivas Avendaño ,4.00,0.00,4.00,MX/a/2016/012977,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
54.00,Gas Tank Cooler,Enfriador para tanque de combustible ,H,Juan Eduardo López Florez,4.00,0.00,4.00,MX/a/2016/012977,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
54.00,Gas Tank Cooler,Enfriador para tanque de combustible ,H,José Feliciano Martínez Juárez,4.00,0.00,4.00,MX/a/2016/012977,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
54.00,Gas Tank Cooler,Enfriador para tanque de combustible ,H,Mario Gutierrez Esquivel ,4.00,0.00,4.00,MX/a/2016/012977,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
55.00,Programming Lenguaje Extensions for Funcional Safety ,Extensión de Lenguaje de Programación para Seguridad Funcional ,H,Calvillo Cortés Carlos Francisco ,4.00,1.00,3.00,MX/a/2016/013546,04/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
55.00,Programming Lenguaje Extensions for Funcional Safety ,Extensión de Lenguaje de Programación para Seguridad Funcional ,H,Vigueras Iturbide Israel ,4.00,1.00,3.00,MX/a/2016/013546,04/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
55.00,Programming Lenguaje Extensions for Funcional Safety ,Extensión de Lenguaje de Programación para Seguridad Funcional ,M,Vidrio Pérez Lourdes,4.00,1.00,3.00,MX/a/2016/013546,04/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
55.00,Programming Lenguaje Extensions for Funcional Safety ,Extensión de Lenguaje de Programación para Seguridad Funcional ,H,UH Peredo Hugo ,4.00,1.00,3.00,MX/a/2016/013546,04/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
56.00,Water Level Measurement Sensor ,Sensor de Medición de Nivel de Agua ,H,Gonzalez Ramirez Ernesto Francisco ,4.00,0.00,4.00,MX/a/2016/013228,07/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
56.00,Water Level Measurement Sensor ,Sensor de Medición de Nivel de Agua ,H,Guerrero Ruiz Juan Luis ,4.00,0.00,4.00,MX/a/2016/013228,07/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
56.00,Water Level Measurement Sensor ,Sensor de Medición de Nivel de Agua ,H,García Ramirez Armando Guadalupe ,4.00,0.00,4.00,MX/a/2016/013228,07/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
56.00,Water Level Measurement Sensor ,Sensor de Medición de Nivel de Agua ,H,Blanco Sandoval Alan Mauricio ,4.00,0.00,4.00,MX/a/2016/013228,07/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
57.00,Car Sheet Metal Head Used to Charge Electrical Vehícules Battery ,Sistema Recolector de calor a Partir de Lámina de Metal para Recarga de Bateria de Vehículo,H,Guerrero Ruiz Juan Luis ,4.00,0.00,4.00,MX/a/2016/012976,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
57.00,Car Sheet Metal Head Used to Charge Electrical Vehícules Battery ,Sistema Recolector de calor a Partir de Lámina de Metal para Recarga de Bateria de Vehículo,H,Blanco Sandoval Alan Mauricio ,4.00,0.00,4.00,MX/a/2016/012976,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
57.00,Car Sheet Metal Head Used to Charge Electrical Vehícules Battery ,Sistema Recolector de calor a Partir de Lámina de Metal para Recarga de Bateria de Vehículo,H,García Ramirez Armando Guadalupe ,4.00,0.00,4.00,MX/a/2016/012976,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
57.00,Car Sheet Metal Head Used to Charge Electrical Vehícules Battery ,Sistema Recolector de calor a Partir de Lámina de Metal para Recarga de Bateria de Vehículo,H,Gonzalez Ramirez Ernesto Francisco ,4.00,0.00,4.00,MX/a/2016/012976,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
58.00,Plasting Housing With Embbebed Metallic Mesh ,Carcasa de Plástico con Malla Métalica Embebida ,H,Ochoa Reyes Paulo Cesar ,2.00,0.00,2.00,MX/a/2016/012972,03/10/2016,2016,Abandonada,61.00,56.00,5.00,24.00,"$1,149,750.00","$425,250.00",$0.00,"$1,575,000.00",74.00
